Row Labels,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6
odcholkol,0,0,0,0,0,0.000150077
komshor,0,0,0,0.000150077,0,0
odchol,0,0,0,0,0,0.000150077
olagochy,0,0,0,0,0.000150106,0
odchkar,0,0,0,0,0,0.000150077
ochedyychdy,0,0,0,0,0.000150106,0
odcheeod,0,0.000150077,0,0,0,0
okarol,0,0,0,0,0.000150106,0
odchedy,0,0,0,0,0,0.000150077
ocheampal,0,0,0,0,0,0.000150077
oeyd,0,0,0,0.000150077,0,0
ochdyal,0,0,0.000150077,0,0,0
odchamchol,0,0,0,0,0,0.000150077
ochdor,0.000150077,0,0,0,0,0
odarar,0,0,0,0,0,0.000150077
ochdan,0.000150077,0,0,0,0,0
odaran,0,0,0,0.000150077,0,0
ochary,0.000150077,0,0,0,0,0
odarainal,0,0,0,0.000150077,0,0
ocharol,0,0,0,0.000150077,0,0
okeedychal,0,0,0.000150077,0,0,0
ocharain,0,0,0,0.000150077,0,0
okoly,0.000150077,0,0,0,0,0
ochampaiin,0,0,0.000150077,0,0,0
odaodyody,0,0,0,0,0.000150106,0
ochamchdyaiin,0,0,0.000150077,0,0,0
oety,0,0,0,0,0,0.000150077
ochalpchol,0,0,0,0,0,0.000150077
odanqodan,0,0,0,0.000150077,0,0
ochalcthol,0.000150077,0,0,0,0,0
okeedkchaldam,0,0.000150077,0,0,0,0
oedychoeeor,0,0.000150077,0,0,0,0
odanol,0,0,0.000150077,0,0,0
oarpy,0,0,0,0,0.000150106,0
okeedkaiin,0,0,0,0,0,0.000150077
oarol,0,0,0.000150077,0,0,0
odalkain,0,0,0.000150077,0,0,0
okamdain,0,0,0,0.000150077,0,0
odalaryd,0,0.000150077,0,0,0,0
oanolkair,0,0,0,0,0,0.000150077
odalal,0,0,0.000150077,0,0,0
oanalchso,0,0,0.000150077,0,0,0
okshom,0.000150077,0,0,0,0,0
oamoamoeear,0,0,0,0,0,0.000150077
odais,0,0,0,0,0,0.000150077
oalyor,0,0,0,0,0,0.000150077
oeskoldy,0,0,0,0.000150077,0,0
oalqokalkoory,0,0,0,0,0,0.000150077
okedyx,0,0,0,0.000150077,0,0
oaldar,0,0.000150077,0,0,0,0
odaimkaiin,0,0,0.000150077,0,0,0
oalcheedy,0,0.000150077,0,0,0,0
oes,0,0,0,0,0.000150106,0
oairaiisakiis,0,0,0,0,0,0.000150077
odaiischeal,0,0.000150077,0,0,0,0
okainar,0,0,0,0.000150077,0,0
odaiis,0,0,0,0.000150077,0,0
olag,0,0,0,0.000150077,0,0
odaiirpyeeol,0,0,0,0,0.000150106,0
nomychar,0,0,0.000150077,0,0,0
oepo,0,0,0,0,0,0.000150077
nompyshar,0,0,0.000150077,0,0,0
okedyshochd,0,0.000150077,0,0,0,0
nomfaldam,0,0,0,0.000150077,0,0
odaiil,0,0,0,0,0.000150106,0
nomairal,0,0,0,0.000150077,0,0
odagdaiin,0,0.000150077,0,0,0,0
nar,0,0.000150077,0,0,0,0
okedypam,0,0,0,0.000150077,0,0
namqosoaim,0.000150077,0,0,0,0,0
octhy,0.000150077,0,0,0,0,0
odyshdy,0,0,0,0,0.000150106,0
octhory,0.000150077,0,0,0,0,0
nagsaiin,0,0,0,0.000150077,0,0
okedykararal,0,0,0,0.000150077,0,0
nagchkorol,0,0,0.000150077,0,0,0
okolo,0,0.000150077,0,0,0,0
kyshar,0.000150077,0,0,0,0,0
okedycharair,0,0,0,0,0.000150106,0
kyolaldchedyal,0,0,0,0.000150077,0,0
octhog,0,0,0,0.000150077,0,0
kyoeeor,0,0,0,0.000150077,0,0
octhdy,0,0,0.000150077,0,0,0
kydomor,0,0,0,0,0.000150106,0
octhdar,0,0,0,0,0.000150106,0
odyqotar,0.000150077,0,0,0,0,0
oeompeey,0,0,0,0.000150077,0,0
kycholchol,0,0,0,0,0.000150106,0
okshol,0.000150077,0,0,0,0,0
kychamcheeal,0,0,0,0,0.000150106,0
oeol,0,0,0,0.000150077,0,0
kyaiinal,0,0,0.000150077,0,0,0
okedshol,0,0,0,0,0,0.000150077
kshs,0,0,0.000150077,0,0,0
okoldam,0,0.000150077,0,0,0,0
okaiintolar,0.000150077,0,0,0,0,0
ocphom,0,0,0,0,0.000150106,0
ksheed,0,0,0,0,0,0.000150077
okedar,0,0,0,0.000150077,0,0
ofchedy,0,0,0,0.000150077,0,0
ocpham,0,0,0,0,0.000150106,0
ogar,0.000150077,0,0,0,0,0
oeeyol,0,0,0,0.000150077,0,0
olagolag,0,0,0,0.000150077,0,0
ockhycheedy,0,0,0,0,0.000150106,0
ofairchal,0,0,0,0,0.000150106,0
okshkol,0,0,0,0.000150077,0,0
kortchedys,0,0,0,0,0,0.000150077
oeeykaldam,0,0.000150077,0,0,0,0
kordom,0,0,0,0,0.000150106,0
ockhomol,0,0,0.000150077,0,0,0
koram,0.000150077,0,0,0,0,0
ockhomfchedy,0.000150077,0,0,0,0,0
kooshal,0,0,0,0,0.000150106,0
ockhomair,0,0,0,0,0,0.000150077
kompol,0,0,0,0,0.000150106,0
ockhom,0.000150077,0,0,0,0,0
odyody,0.000150077,0,0,0,0,0
okeary,0,0.000150077,0,0,0,0
okarsain,0,0,0,0.000150077,0,0
ockho,0,0.000150077,0,0,0,0
ocheealcheoror,0,0.000150077,0,0,0,0
ockheed,0,0,0,0,0.000150106,0
ochedykchky,0,0,0,0,0.000150106,0
oeeykain,0.000150077,0,0,0,0,0
ochedyarar,0,0,0,0,0.000150106,0
oeeyar,0,0,0,0.000150077,0,0
ochedchd,0,0,0,0,0.000150106,0
ockhardain,0,0,0.000150077,0,0,0
ochear,0,0,0,0,0,0.000150077
okearol,0,0,0,0,0,0.000150077
ocheamchocheol,0,0,0,0,0,0.000150077
ockhamcheedyor,0.000150077,0,0,0,0,0
ochdychdyos,0,0,0,0,0,0.000150077
ockham,0,0,0,0,0.000150106,0
okshamfochal,0,0,0,0,0.000150106,0
ockhalchy,0,0,0,0,0.000150106,0
ochdortar,0,0,0,0,0.000150106,0
okshdy,0,0,0,0,0,0.000150077
oeeag,0,0,0,0,0,0.000150077
ochyyshol,0,0,0,0.000150077,0,0
oedyol,0,0,0.000150077,0,0,0
ochysalchy,0,0,0.000150077,0,0,0
ochdal,0,0,0.000150077,0,0,0
ochyotey,0,0,0.000150077,0,0,0
ocharyocho,0,0.000150077,0,0,0,0
ochyor,0,0,0.000150077,0,0,0
ocharqochar,0,0,0,0,0,0.000150077
ochyol,0,0,0,0,0.000150106,0
ocharpchtal,0,0,0,0.000150077,0,0
komdarol,0.000150077,0,0,0,0,0
ocharcheedy,0.000150077,0,0,0,0,0
ochychyokol,0,0,0,0,0.000150106,0
ocharainol,0.000150077,0,0,0,0,0
ochychor,0,0,0,0.000150077,0,0
okanpar,0,0,0.000150077,0,0,0
ochycholchol,0,0,0,0,0.000150106,0
ochamqochko,0,0.000150077,0,0,0,0
ochychochky,0,0,0.000150077,0,0,0
ochamchochy,0,0.000150077,0,0,0,0
ochychedyal,0,0,0,0,0.000150106,0
ochamcheedy,0,0,0.000150077,0,0,0
ochyary,0,0,0,0,0.000150106,0
ochamarckhchdy,0,0,0.000150077,0,0,0
okeam,0,0,0,0,0.000150106,0
ochalpchy,0,0,0,0,0.000150106,0
ochyalcheeol,0,0,0.000150077,0,0,0
ochalpchedy,0,0,0,0,0,0.000150077
okolchol,0,0,0,0,0,0.000150077
ochalochar,0.000150077,0,0,0,0,0
oeetan,0,0,0,0,0.000150106,0
ochalchedal,0.000150077,0,0,0,0,0
okctho,0,0.000150077,0,0,0,0
oedydaiin,0,0,0.000150077,0,0,0
okctheed,0,0,0.000150077,0,0,0
ochagomain,0,0,0,0,0,0.000150077
ochtey,0,0,0.000150077,0,0,0
okampeedy,0.000150077,0,0,0,0,0
ochtes,0,0,0.000150077,0,0,0
oarpan,0,0,0.000150077,0,0,0
oeetaiin,0,0,0,0.000150077,0,0
okeoaiin,0,0,0,0,0,0.000150077
ochtar,0,0,0,0,0.000150106,0
oeamochol,0,0.000150077,0,0,0,0
oeepy,0,0,0.000150077,0,0,0
oaramdyalor,0,0,0.000150077,0,0,0
olagty,0,0,0,0.000150077,0,0
okory,0,0,0,0,0,0.000150077
ochtal,0,0.000150077,0,0,0,0
oanor,0,0,0.000150077,0,0,0
oeeomy,0,0,0,0,0.000150106,0
oanokchys,0,0,0.000150077,0,0,0
okchyol,0,0,0.000150077,0,0,0
ofcheed,0,0,0.000150077,0,0,0
ochpy,0,0,0,0.000150077,0,0
odyyor,0,0,0,0,0.000150106,0
ochpor,0,0,0,0,0,0.000150077
oamokar,0,0,0,0,0.000150106,0
ochpol,0,0,0.000150077,0,0,0
oamkamol,0,0,0,0,0,0.000150077
ochpes,0,0,0,0,0.000150106,0
odytar,0,0,0,0,0.000150106,0
ochparair,0,0,0,0,0.000150106,0
oalyam,0,0,0,0,0,0.000150077
ochos,0,0.000150077,0,0,0,0
oalqopar,0,0,0,0,0,0.000150077
ochorys,0,0,0.000150077,0,0,0
oaloory,0,0,0,0,0,0.000150077
ochorqosos,0,0,0,0,0,0.000150077
oalolsaiin,0,0,0,0,0,0.000150077
ochorolol,0.000150077,0,0,0,0,0
oald,0,0,0,0.000150077,0,0
ochorol,0,0,0,0.000150077,0,0
oalcheeol,0,0,0,0,0.000150106,0
ochoroked,0,0,0,0,0,0.000150077
oalar,0,0,0,0,0,0.000150077
ochorochag,0,0,0,0,0,0.000150077
okairol,0.000150077,0,0,0,0,0
ochordol,0,0,0.000150077,0,0,0
okoral,0,0,0.000150077,0,0,0
ochoral,0,0,0,0,0,0.000150077
oainam,0,0.000150077,0,0,0,0
okchydy,0,0,0.000150077,0,0,0
oaim,0.000150077,0,0,0,0,0
ochoqotaiin,0,0,0,0,0.000150106,0
oaiinam,0,0.000150077,0,0,0,0
ochool,0.000150077,0,0,0,0,0
oagqo,0,0,0,0,0.000150106,0
ochomychol,0,0,0,0,0,0.000150077
okaimfqotan,0,0.000150077,0,0,0,0
ochompamg,0.000150077,0,0,0,0,0
nomtchaldom,0,0,0.000150077,0,0,0
ochomoldal,0,0.000150077,0,0,0,0
nomsaiiin,0,0,0,0.000150077,0,0
ochomol,0,0,0,0.000150077,0,0
nompaiin,0,0,0.000150077,0,0,0
ochomokees,0,0,0,0.000150077,0,0
nomfchol,0,0.000150077,0,0,0,0
ochomod,0,0,0,0,0,0.000150077
nomcheeedy,0,0,0,0,0.000150106,0
ochomdor,0,0,0,0.000150077,0,0
nomalyolom,0,0,0.000150077,0,0,0
ochomdanar,0,0,0,0.000150077,0,0
nomaiin,0,0,0,0,0,0.000150077
ochomchar,0,0.000150077,0,0,0,0
nararamocthy,0.000150077,0,0,0,0,0
ochomam,0.000150077,0,0,0,0,0
namyeetan,0,0,0,0,0.000150106,0
oeeom,0,0,0,0.000150077,0,0
namshar,0,0,0,0,0,0.000150077
oeeolor,0,0,0.000150077,0,0,0
nampaiin,0,0,0,0,0,0.000150077
ocholqotar,0,0,0.000150077,0,0,0
namchol,0,0,0,0,0,0.000150077
ocholordaiin,0.000150077,0,0,0,0,0
namanor,0,0,0.000150077,0,0,0
ocholor,0,0,0.000150077,0,0,0
odysal,0,0,0,0,0,0.000150077
oeeolchar,0.000150077,0,0,0,0,0
nagoshor,0,0.000150077,0,0,0,0
ocholody,0,0,0.000150077,0,0,0
nagkolar,0,0,0.000150077,0,0,0
ocholodosar,0,0,0,0,0,0.000150077
kytchar,0,0.000150077,0,0,0,0
ocholkeedy,0.000150077,0,0,0,0,0
kysharched,0,0,0,0.000150077,0,0
ocholdyoarom,0,0,0,0,0.000150106,0
kyshal,0,0,0,0,0,0.000150077
oksharpar,0,0,0,0,0,0.000150077
kyopol,0,0,0,0,0.000150106,0
ocholcheedy,0,0,0,0,0.000150106,0
kyolald,0,0,0,0.000150077,0,0
ofeey,0,0,0.000150077,0,0,0
kyokol,0,0,0,0,0.000150106,0
ocholaintar,0,0,0,0.000150077,0,0
kykan,0,0,0,0.000150077,0,0
ocholaal,0,0,0.000150077,0,0,0
okyal,0,0,0,0.000150077,0,0
okyold,0,0,0,0.000150077,0,0
kydol,0,0,0,0.000150077,0,0
ochokqody,0,0,0,0,0.000150106,0
kydanam,0.000150077,0,0,0,0,0
ochogokes,0,0,0,0,0.000150106,0
odyqody,0.000150077,0,0,0,0,0
ochofeedy,0,0.000150077,0,0,0,0
kycholyshar,0,0,0,0,0,0.000150077
ochody,0,0,0,0,0,0.000150077
ofamal,0.000150077,0,0,0,0,0
ochodan,0,0,0,0,0.000150106,0
kychedy,0,0,0,0,0,0.000150077
ochochol,0,0,0.000150077,0,0,0
kycham,0,0,0,0,0.000150106,0
okchs,0,0,0.000150077,0,0,0
okeeycholdy,0,0.000150077,0,0,0,0
ochkychor,0,0,0,0.000150077,0,0
okaimchal,0,0,0,0.000150077,0,0
oeeoaisaiis,0,0,0,0,0.000150106,0
kshto,0,0,0,0.000150077,0,0
ofcham,0,0,0.000150077,0,0,0
kshoraletam,0,0,0,0.000150077,0,0
ochkompcho,0,0,0,0,0.000150106,0
kshomkakar,0.000150077,0,0,0,0,0
oeeey,0,0,0,0.000150077,0,0
okomchedy,0,0,0,0.000150077,0,0
oeeeol,0,0,0,0.000150077,0,0
kshkol,0,0,0,0.000150077,0,0
ofchal,0,0,0,0,0,0.000150077
kshed,0,0,0.000150077,0,0,0
ochked,0,0,0,0.000150077,0,0
kshdy,0,0,0,0.000150077,0,0
ochkartolydol,0,0,0.000150077,0,0,0
kshcthor,0,0.000150077,0,0,0,0
okchko,0,0,0,0.000150077,0,0
odyolfchochy,0,0,0,0,0,0.000150077
ochkan,0,0,0,0.000150077,0,0
odyolaly,0,0,0.000150077,0,0,0
ochkam,0,0,0,0,0,0.000150077
koshy,0,0,0,0.000150077,0,0
ochkag,0,0,0,0,0,0.000150077
koshoshko,0,0,0,0.000150077,0,0
ochfy,0,0,0,0,0.000150106,0
koshol,0,0,0.000150077,0,0,0
ocheychear,0,0.000150077,0,0,0,0
kory,0.000150077,0,0,0,0,0
ofar,0.000150077,0,0,0,0,0
kortedy,0,0,0.000150077,0,0,0
ochetes,0,0,0.000150077,0,0,0
korshor,0,0,0,0,0.000150106,0
ocheschol,0,0,0.000150077,0,0,0
kordor,0,0,0,0,0.000150106,0
okeoly,0,0.000150077,0,0,0,0
kordain,0.000150077,0,0,0,0,0
ocheom,0,0,0.000150077,0,0,0
korar,0,0,0,0,0.000150106,0
okchdy,0,0,0,0,0.000150106,0
korald,0,0.000150077,0,0,0,0
ocheod,0,0,0,0,0,0.000150077
ofeeydain,0,0.000150077,0,0,0,0
okchd,0,0.000150077,0,0,0,0
komy,0,0,0,0.000150077,0,0
ocheko,0,0,0,0,0.000150106,0
komshol,0,0,0,0,0,0.000150077
ocheeytol,0,0,0,0,0,0.000150077
kompaiin,0,0,0,0.000150077,0,0
okchar,0,0,0,0,0.000150106,0
komocham,0,0,0.000150077,0,0,0
ochees,0,0,0.000150077,0,0,0
okcham,0,0,0.000150077,0,0,0
ochyoeear,0,0.000150077,0,0,0,0
olotaiin,0,0.000150077,0,0,0,0
orardain,0.000150077,0,0,0,0,0
olkchy,0,0,0,0,0,0.000150077
oralorol,0,0,0,0,0,0.000150077
oramkosor,0,0,0.000150077,0,0,0
oralomdain,0,0,0,0,0,0.000150077
ololchs,0,0,0.000150077,0,0,0
oralomarqoshor,0,0.000150077,0,0,0,0
orqochor,0,0.000150077,0,0,0,0
oshaloched,0,0,0,0,0,0.000150077
orandain,0,0.000150077,0,0,0,0
oshamdaiin,0,0,0,0,0,0.000150077
osharol,0,0,0,0.000150077,0,0
oraldar,0,0.000150077,0,0,0,0
olomor,0,0,0,0.000150077,0,0
oraldam,0,0.000150077,0,0,0,0
orcfhor,0,0.000150077,0,0,0,0
orkedy,0.000150077,0,0,0,0,0
oleedy,0.000150077,0,0,0,0,0
oralamor,0,0,0,0,0,0.000150077
oldamor,0,0.000150077,0,0,0,0
oralal,0,0,0,0,0,0.000150077
olchkom,0.000150077,0,0,0,0,0
oralagfchor,0,0.000150077,0,0,0,0
oromshal,0,0,0,0,0.000150106,0
oshalar,0,0,0.000150077,0,0,0
olalalokaiin,0.000150077,0,0,0,0,0
orairchoor,0,0.000150077,0,0,0,0
olpeed,0,0,0,0,0,0.000150077
oshalal,0,0,0,0,0.000150106,0
orchdy,0,0,0,0.000150077,0,0
oraimchar,0.000150077,0,0,0,0,0
ololp,0.000150077,0,0,0,0,0
oraiir,0,0,0,0,0,0.000150077
olodycheeyor,0,0,0.000150077,0,0,0
oraiinom,0,0,0,0.000150077,0,0
orsho,0,0,0,0,0.000150106,0
orilan,0,0.000150077,0,0,0,0
olkaimkosy,0.000150077,0,0,0,0,0
oshdochar,0,0,0,0,0.000150106,0
oldyshs,0,0,0.000150077,0,0,0
oredychedyal,0.000150077,0,0,0,0,0
oroshol,0,0,0,0,0.000150106,0
opshyaldan,0.000150077,0,0,0,0,0
oldair,0.000150077,0,0,0,0,0
opshto,0,0,0,0.000150077,0,0
olchomchor,0,0,0,0,0,0.000150077
oredyched,0,0.000150077,0,0,0,0
ororaror,0,0,0.000150077,0,0,0
opshom,0,0,0,0,0,0.000150077
orooched,0,0,0,0,0.000150106,0
ordytal,0,0,0,0.000150077,0,0
olamanoeeol,0,0,0.000150077,0,0,0
opor,0,0,0.000150077,0,0,0
olaldo,0.000150077,0,0,0,0,0
opolyar,0.000150077,0,0,0,0,0
oralshchor,0,0,0,0,0,0.000150077
opold,0,0,0,0,0.000150106,0
orchky,0,0,0,0.000150077,0,0
osdyar,0,0,0,0,0,0.000150077
olpal,0,0,0.000150077,0,0,0
opey,0,0.000150077,0,0,0,0
olorolor,0.000150077,0,0,0,0,0
opeo,0,0,0,0,0,0.000150077
olomyshar,0,0,0,0,0,0.000150077
opeeyokain,0,0,0,0.000150077,0,0
ololtar,0,0,0.000150077,0,0,0
opeey,0,0.000150077,0,0,0,0
orchalar,0,0,0,0.000150077,0,0
orolsqosho,0,0.000150077,0,0,0,0
ologqocho,0,0,0.000150077,0,0,0
opeed,0,0,0,0,0,0.000150077
olodarain,0,0,0,0,0,0.000150077
opedy,0,0.000150077,0,0,0,0
oloam,0,0.000150077,0,0,0,0
opchyol,0,0,0.000150077,0,0,0
orsham,0,0,0,0.000150077,0,0
opchol,0,0,0,0.000150077,0,0
olkam,0.000150077,0,0,0,0,0
opcho,0,0,0.000150077,0,0,0
olfaroshar,0.000150077,0,0,0,0,0
opchd,0,0.000150077,0,0,0,0
oledycheedy,0,0,0,0.000150077,0,0
opchaldaiin,0,0,0,0,0.000150106,0
oldychal,0,0,0.000150077,0,0,0
opchal,0,0.000150077,0,0,0,0
oldolol,0,0,0.000150077,0,0,0
osdordol,0,0,0,0,0.000150106,0
ororqoor,0,0,0,0,0,0.000150077
ordyomdyolchol,0,0,0,0,0.000150106,0
oldalytal,0,0,0,0,0,0.000150077
opamy,0,0.000150077,0,0,0,0
oldagokol,0.000150077,0,0,0,0,0
osdal,0,0,0,0,0,0.000150077
olchor,0,0,0,0.000150077,0,0
opald,0,0,0,0,0,0.000150077
oshamal,0,0.000150077,0,0,0,0
orolar,0,0,0,0,0.000150106,0
orodal,0,0,0.000150077,0,0,0
opair,0.000150077,0,0,0,0,0
olchdy,0.000150077,0,0,0,0,0
opainqochol,0.000150077,0,0,0,0,0
oshalqodain,0,0,0,0,0,0.000150077
oschochy,0,0,0,0,0,0.000150077
olarked,0,0,0,0,0,0.000150077
opaimosol,0.000150077,0,0,0,0,0
olamoramoram,0.000150077,0,0,0,0,0
opaiir,0,0,0.000150077,0,0,0
olalt,0.000150077,0,0,0,0,0
oschedy,0,0.000150077,0,0,0,0
olalodytal,0,0,0,0.000150077,0,0
ooryfy,0,0,0,0,0,0.000150077
olaldair,0,0.000150077,0,0,0,0
oorychs,0,0,0,0,0,0.000150077
olais,0,0,0,0.000150077,0,0
ooryaiin,0,0,0,0,0,0.000150077
oryar,0,0,0,0,0,0.000150077
osary,0,0.000150077,0,0,0,0
olsaiintodytag,0,0.000150077,0,0,0,0
oorshyol,0,0,0,0,0,0.000150077
olpoldam,0,0,0.000150077,0,0,0
oorshtar,0,0,0,0,0,0.000150077
orcheeychychol,0,0,0,0,0,0.000150077
osaror,0.000150077,0,0,0,0,0
ortol,0,0,0,0,0,0.000150077
ooro,0,0,0,0,0,0.000150077
oloshor,0,0,0.000150077,0,0,0
oorar,0,0,0,0,0,0.000150077
olordain,0.000150077,0,0,0,0,0
oorald,0,0,0,0,0,0.000150077
oloolol,0.000150077,0,0,0,0,0
osardaiinol,0.000150077,0,0,0,0,0
olomychkal,0,0,0,0,0,0.000150077
oomalaly,0,0,0,0,0,0.000150077
olomkan,0,0,0,0,0.000150106,0
oom,0,0,0,0,0,0.000150077
ololsoldair,0,0,0,0,0,0.000150077
osarchedy,0.000150077,0,0,0,0,0
ololom,0,0,0,0.000150077,0,0
oolortol,0,0,0.000150077,0,0,0
ololdamaiin,0,0,0,0,0,0.000150077
ordyo,0,0,0,0,0,0.000150077
orshom,0,0,0,0.000150077,0,0
ordom,0,0,0,0,0.000150106,0
orsholodor,0,0,0,0.000150077,0,0
oolky,0.000150077,0,0,0,0,0
olodor,0,0,0,0.000150077,0,0
oolchal,0,0,0,0,0,0.000150077
olocphar,0.000150077,0,0,0,0,0
oolar,0,0,0,0,0,0.000150077
oloar,0.000150077,0,0,0,0,0
osarar,0,0.000150077,0,0,0,0
oloair,0,0,0,0,0,0.000150077
ooeeyar,0,0,0,0,0.000150106,0
orary,0,0.000150077,0,0,0,0
oochor,0,0,0,0.000150077,0,0
olkeedy,0,0,0,0.000150077,0,0
omyshy,0,0,0,0,0,0.000150077
olkchedy,0.000150077,0,0,0,0,0
omyshor,0,0.000150077,0,0,0,0
olkair,0,0.000150077,0,0,0,0
omyshar,0.000150077,0,0,0,0,0
olkaiin,0.000150077,0,0,0,0,0
omyom,0,0.000150077,0,0,0,0
olees,0,0,0.000150077,0,0,0
omydo,0,0,0,0,0,0.000150077
oledyomsaiir,0,0,0,0,0.000150106,0
omydamychar,0,0,0,0,0,0.000150077
oledpchar,0,0,0,0,0,0.000150077
omydam,0,0,0,0,0,0.000150077
oldyol,0.000150077,0,0,0,0,0
omydalchtaiin,0,0,0,0,0,0.000150077
oldyaldol,0,0,0.000150077,0,0,0
ordolarchedy,0.000150077,0,0,0,0,0
oldorcheychal,0,0.000150077,0,0,0,0
omydain,0,0.000150077,0,0,0,0
oldolcheey,0,0.000150077,0,0,0,0
omyalomy,0,0.000150077,0,0,0,0
oldarolchedy,0.000150077,0,0,0,0,0
omyal,0,0.000150077,0,0,0,0
orarol,0,0,0,0.000150077,0,0
oshdcholpol,0,0,0,0,0.000150106,0
oldamcheedy,0,0,0,0.000150077,0,0
omshoaty,0,0,0,0,0.000150106,0
oldalarol,0,0,0,0.000150077,0,0
omshkal,0,0,0,0.000150077,0,0
orardol,0,0,0.000150077,0,0,0
omshar,0.000150077,0,0,0,0,0
olcthol,0,0,0,0.000150077,0,0
omqochol,0.000150077,0,0,0,0,0
olchtamchtam,0,0,0,0.000150077,0,0
omqochal,0,0,0,0,0,0.000150077
olchomkychedy,0,0,0,0,0,0.000150077
ompain,0,0,0,0.000150077,0,0
olcholchol,0,0,0.000150077,0,0,0
omotol,0.000150077,0,0,0,0,0
olchkomolshkom,0,0,0,0,0.000150106,0
omosorcheedy,0.000150077,0,0,0,0,0
olcheyor,0,0,0,0,0.000150106,0
omoshar,0,0,0,0,0,0.000150077
olcheeor,0,0,0.000150077,0,0,0
omororom,0.000150077,0,0,0,0,0
oranolshal,0,0,0,0,0,0.000150077
omorchkar,0,0,0,0.000150077,0,0
olchdaiin,0,0,0,0,0,0.000150077
osalolald,0,0,0,0.000150077,0,0
olcharal,0,0,0,0.000150077,0,0
omomomomalal,0,0,0,0,0.000150106,0
olcham,0,0,0,0.000150077,0,0
osalaryd,0,0.000150077,0,0,0,0
oromshalkag,0,0,0,0,0,0.000150077
omomomol,0,0,0,0,0.000150106,0
olardaim,0.000150077,0,0,0,0,0
ordolar,0.000150077,0,0,0,0,0
orolo,0,0,0,0,0,0.000150077
omomkochy,0.000150077,0,0,0,0,0
olamg,0,0,0,0,0.000150106,0
omomkaldam,0.000150077,0,0,0,0,0
oromol,0,0,0,0.000150077,0,0
omomfar,0.000150077,0,0,0,0,0
olalpeeedor,0,0,0,0.000150077,0,0
omomchdor,0,0,0,0,0.000150106,0
oromkyshar,0,0.000150077,0,0,0,0
osalar,0,0,0.000150077,0,0,0
olalkal,0.000150077,0,0,0,0,0
omolom,0,0,0,0,0,0.000150077
oromcheed,0,0,0,0.000150077,0,0
oshamchochy,0,0,0,0,0.000150106,0
olaldagchockheey,0,0.000150077,0,0,0,0
omologdan,0,0,0,0.000150077,0,0
oramamam,0,0,0,0,0,0.000150077
omolochal,0,0,0,0,0.000150106,0
oshalpockhd,0,0,0,0,0,0.000150077
osalair,0.000150077,0,0,0,0,0
olsararair,0,0,0,0,0,0.000150077
omokarcheko,0,0,0.000150077,0,0,0
olsan,0,0,0,0.000150077,0,0
omogomog,0,0.000150077,0,0,0,0
olsain,0,0,0,0.000150077,0,0
omogalckhol,0,0.000150077,0,0,0,0
olqoshor,0,0,0,0,0,0.000150077
omody,0,0,0,0,0.000150106,0
orchkor,0,0,0,0.000150077,0,0
omodshol,0,0.000150077,0,0,0,0
olpo,0.000150077,0,0,0,0,0
omodar,0,0,0.000150077,0,0,0
olpar,0,0,0,0.000150077,0,0
omodaiin,0,0,0.000150077,0,0,0
olpam,0,0,0,0,0.000150106,0
omochor,0,0.000150077,0,0,0,0
olp,0,0,0,0,0.000150106,0
omocholol,0,0,0,0,0.000150106,0
oloto,0,0.000150077,0,0,0,0
ordaral,0.000150077,0,0,0,0,0
orcheedy,0,0,0,0,0,0.000150077
omocharol,0,0,0,0,0.000150106,0
orcheeal,0,0,0,0.000150077,0,0
omochal,0.000150077,0,0,0,0,0
orody,0,0,0.000150077,0,0,0
omoaror,0,0,0,0,0.000150106,0
orshor,0,0,0.000150077,0,0,0
oshdar,0,0,0,0,0.000150106,0
olooly,0.000150077,0,0,0,0,0
omkoshy,0,0,0,0.000150077,0,0
oloolky,0.000150077,0,0,0,0,0
omkoshor,0,0,0,0.000150077,0,0
olomykeeo,0,0.000150077,0,0,0,0
omkary,0.000150077,0,0,0,0,0
olomshor,0,0,0,0.000150077,0,0
ordar,0,0,0.000150077,0,0,0
olomolol,0,0,0,0,0,0.000150077
omfopain,0.000150077,0,0,0,0,0
orshomqoory,0,0,0,0,0,0.000150077
omfailol,0,0,0,0,0.000150106,0
ololt,0.000150077,0,0,0,0,0
omdyain,0,0,0,0,0,0.000150077
ololsar,0,0,0,0,0,0.000150077
omdol,0,0.000150077,0,0,0,0
oshamcheeol,0,0,0.000150077,0,0,0
omdair,0,0,0,0,0,0.000150077
ololoam,0,0.000150077,0,0,0,0
omckhy,0,0,0.000150077,0,0,0
orshomfaiiin,0,0,0,0,0.000150106,0
omchyeear,0,0,0,0.000150077,0,0
ololdam,0.000150077,0,0,0,0,0
omchtaiin,0.000150077,0,0,0,0,0
ololar,0,0,0,0,0,0.000150077
omchorchor,0,0.000150077,0,0,0,0
olokar,0,0,0,0,0,0.000150077
omchoral,0,0,0.000150077,0,0,0
oloeedy,0,0,0.000150077,0,0,0
omchor,0,0,0.000150077,0,0,0
olodyor,0,0,0,0.000150077,0,0
ordalar,0.000150077,0,0,0,0,0
oshamamal,0,0,0,0,0,0.000150077
omchochy,0,0,0,0.000150077,0,0
olodochaly,0,0,0,0,0,0.000150077
omchoagar,0,0.000150077,0,0,0,0
olodaiinam,0.000150077,0,0,0,0,0
olaiinched,0.000150077,0,0,0,0,0
